Id,SalePrice
1699,327229.44
1700,246838.3
1701,246038.98
1702,246450.9
1703,257271.9
1704,306680.97
1705,248686.17
1706,411217.72
1707,209020.36
1708,204795.89
1709,245323.06
1710,222246.31
1711,251856.0
1712,265582.88
1713,236733.58
1714,224587.16
1715,216863.56
1716,182770.97
1717,157426.55
1718,133046.78
1719,217474.27
1720,248870.47
1721,157625.3
1722,113849.58
1723,154811.03
1724,208962.83
1725,247499.2
1726,189616.48
1727,175045.75
1728,178856.4
1729,163926.58
1730,184350.98
1731,128286.02
1732,129690.375
1733,128273.09
1734,125517.836
1735,129641.26
1736,112357.98
1737,286079.03
1738,220610.44
1739,268451.97
1740,206281.17
1741,199270.0
1742,186266.42
1743,159369.55
1744,302575.2
1745,241691.75
1746,263531.62
1747,216490.98
1748,213403.97
1749,151702.94
1750,136332.25
1751,231707.33
1752,122747.45
1753,140210.1
1754,224923.1
1755,159592.27
1756,129648.57
1757,116540.24
1758,146986.69
1759,169393.67
1760,165959.44
1761,154901.88
1762,151450.36
1763,152857.72
1764,115493.65
1765,193456.05
1766,167296.33
1767,216073.34
1768,142021.66
1769,169191.44
1770,155960.36
1771,131861.16
1772,126561.43
1773,152339.05
1774,113699.83
1775,137420.94
1776,127496.72
1777,116617.77
1778,146085.16
1779,120106.57
1780,184797.17
1781,129198.14
1782,105554.836
1783,135136.42
1784,108159.11
1785,124032.53
1786,142958.7
1787,147166.14
1788,80216.945
1789,113633.234
1790,95200.06
1791,181690.08
1792,158240.1
1793,145612.31
1794,156078.17
1795,131251.52
1796,143707.52
1797,139824.66
1798,133024.3
1799,113125.586
1800,119271.28
1801,129794.12
1802,169433.39
1803,154973.5
1804,149818.53
1805,132570.73
1806,121157.164
1807,129851.836
1808,108632.06
1809,121813.47
1810,131119.16
1811,110358.67
1812,106649.625
1813,116373.81
1814,92665.414
1815,78553.37
1816,105583.04
1817,114307.68
1818,130948.914
1819,113912.44
1820,78033.94
1821,109363.83
1822,174662.05
1823,65019.082
1824,145766.77
1825,149638.27
1826,110428.875
1827,115825.49
1828,139097.38
1829,108437.51
1830,166567.78
1831,158149.95
1832,90213.96
1833,130784.96
1834,119606.89
1835,159363.97
1836,146863.36
1837,101784.836
1838,113329.45
1839,93935.375
1840,177663.38
1841,163409.12
1842,111241.49
1843,148315.27
1844,142579.47
1845,144546.45
1846,146508.27
1847,148298.77
1848,81766.26
1849,114811.766
1850,120704.32
1851,143220.23
1852,118401.65
1853,139558.45
1854,171657.31
1855,145617.81
1856,223254.1
1857,139295.64
1858,129668.984
1859,124296.99
1860,159399.02
1861,124296.99
1862,257960.42
1863,245275.5
1864,245275.5
1865,323600.0
1866,355310.62
1867,249511.16
1868,305680.8
1869,189786.12
1870,216262.95
1871,255875.56
1872,174079.03
1873,226296.28
1874,139915.77
1875,204172.94
1876,194808.81
1877,204280.84
1878,198420.06
1879,138422.33
1880,139933.25
1881,220543.25
1882,231719.03
1883,198968.06
1884,216137.89
1885,277244.9
1886,280793.1
1887,196247.6
1888,293147.3
1889,161161.48
1890,131965.28
1891,150720.1
1892,96465.414
1893,131515.11
1894,107200.96
1895,148829.83
1896,117893.484
1897,121014.13
1898,105293.07
1899,157145.31
1900,151908.8
1901,174419.88
1902,143311.19
1903,197724.55
1904,158059.61
1905,183989.36
1906,155787.36
1907,215693.11
1908,122765.75
1909,138559.52
1910,128825.78
1911,206616.38
1912,246062.48
1913,138567.16
1914,97832.73
1915,332332.22
1916,85442.53
1917,246686.98
1918,139533.88
1919,165177.75
1920,126515.555
1921,396170.38
1922,308930.44
1923,225955.94
1924,216504.78
1925,205986.28
1926,397460.9
1927,139729.5
1928,150282.89
1929,130747.38
1930,133826.31
1931,149446.78
1932,147352.42
1933,186093.48
1934,182218.02
1935,182397.08
1936,202915.42
1937,193123.8
1938,189096.53
1939,231207.38
1940,192211.08
1941,180053.92
1942,190984.39
1943,202918.52
1944,316842.8
1945,403587.12
1946,149923.44
1947,304578.25
1948,185963.78
1949,238396.39
1950,178545.02
1951,247940.9
1952,241908.12
1953,166643.8
1954,199985.36
1955,133859.2
1956,271927.12
1957,165987.78
1958,300892.8
1959,133403.86
1960,111835.47
1961,121184.23
1962,93177.71
1963,102849.39
1964,109526.24
1965,157421.44
1966,153670.12
1967,319053.47
1968,413690.5
1969,367710.2
1970,435238.03
1971,440961.28
1972,355950.75
1973,258158.3
1974,327014.9
1975,418729.62
1976,287435.1
1977,314469.12
1978,355718.56
1979,303428.75
1980,189617.34
1981,332863.34
1982,203226.06
1983,212048.28
1984,164279.77
1985,207160.16
1986,199666.12
1987,180717.89
1988,176383.5
1989,196039.75
1990,217062.58
1991,237719.11
1992,208965.45
1993,171936.44
1994,239211.2
1995,186236.6
1996,232784.7
1997,315786.28
1998,316333.4
1999,254000.84
2000,303986.47
2001,237473.48
2002,231976.69
2003,242959.77
2004,249471.03
2005,241056.14
2006,252982.47
2007,238438.53
2008,214876.03
2009,184142.14
2010,181479.94
2011,148229.55
2012,161148.9
2013,184265.45
2014,200023.4
2015,198365.95
2016,195811.84
2017,209705.33
2018,133135.84
2019,139725.23
2020,118790.516
2021,111406.13
2022,175163.23
2023,139271.7
2024,219185.97
2025,369549.44
2026,181220.75
2027,160530.23
2028,143953.67
2029,187922.75
2030,281713.12
2031,224510.53
2032,273038.38
2033,271815.06
2034,158594.33
2035,217105.89
2036,180073.42
2037,192894.27
2038,309178.16
2039,229323.9
2040,383824.2
2041,280779.62
2042,203251.19
2043,176477.83
2044,183819.9
2045,218702.89
2046,116239.47
2047,146160.69
2048,136276.69
2049,125249.25
2050,180821.9
2051,124569.016
2052,139488.88
2053,138521.33
2054,100280.75
2055,153033.52
2056,128518.766
2057,115902.62
2058,234144.31
2059,150068.67
2060,166117.64
2061,172149.2
2062,131522.47
2063,116383.61
2064,137186.27
2065,125967.5
2066,184085.0
2067,116438.91
2068,122498.21
2069,104537.92
2070,104744.484
2071,109902.55
2072,125261.1
2073,138839.62
2074,185557.17
2075,146049.39
2076,120342.83
2077,155529.5
2078,129680.14
2079,132114.06
2080,115741.484
2081,121840.75
2082,115234.98
2083,135613.86
2084,111399.4
2085,123944.8
2086,132033.23
2087,123376.055
2088,115509.44
2089,93479.945
2090,137099.97
2091,119396.914
2092,138710.83
2093,125236.41
2094,129862.64
2095,156843.33
2096,107838.43
2097,105873.52
2098,149809.0
2099,83178.03
2100,125363.164
2101,119581.586
2102,142361.19
2103,110658.09
2104,122090.2
2105,141632.81
2106,85793.84
2107,256277.72
2108,123658.73
2109,116976.83
2110,123932.67
2111,167715.39
2112,136944.36
2113,117919.75
2114,101890.445
2115,151045.75
2116,117417.125
2117,160356.69
2118,121366.47
2119,105454.23
2120,113531.47
2121,97829.64
2122,114924.4
2123,107774.484
2124,161364.36
2125,117363.64
2126,161084.9
2127,152231.47
2128,140644.44
2129,115586.29
2130,145952.3
2131,163538.97
2132,109172.97
2133,125269.9
2134,131919.4
2135,115235.164
2136,92175.89
2137,124017.69
2138,136689.83
2139,145006.55
2140,150891.75
2141,147729.11
2142,132945.94
2143,135343.64
2144,134926.47
2145,130191.38
2146,154818.05
2147,143121.86
2148,140183.9
2149,136869.14
2150,226473.06
2151,126249.34
2152,205201.97
2153,171210.31
2154,127149.13
2155,138885.73
2156,235733.17
2157,223327.3
2158,240243.88
2159,190120.39
2160,182412.72
2161,243204.16
2162,430994.72
2163,353129.97
2164,239929.25
2165,185755.64
2166,149230.92
2167,205855.47
2168,219336.56
2169,196114.08
2170,223142.42
2171,145183.89
2172,148722.69
2173,158584.58
2174,247906.97
2175,304029.5
2176,315871.4
2177,268633.56
2178,216080.58
2179,139549.33
2180,203080.7
2181,187238.8
2182,206373.72
2183,191305.83
2184,134496.94
2185,140384.94
2186,153359.44
2187,150274.14
2188,144687.62
2189,156601.45
2190,92287.63
2191,89311.92
2192,107517.88
2193,111547.96
2194,113046.34
2195,114548.87
2196,106834.74
2197,109317.07
2198,154517.0
2199,182344.25
2200,145652.3
2201,143568.33
2202,204887.0
2203,172463.03
2204,176673.02
2205,130146.57
2206,142089.27
2207,218437.58
2208,229189.8
2209,222769.9
2210,133830.5
2211,114261.1
2212,121942.79
2213,108157.914
2214,133063.95
2215,110255.18
2216,136305.94
2217,87658.805
2218,114824.67
2219,96456.125
2220,85817.8
2221,335010.66
2222,240957.2
2223,278634.06
2224,221062.55
2225,129427.74
2226,175117.12
2227,195338.61
2228,288965.47
2229,242889.28
2230,158866.55
2231,205484.23
2232,189242.4
2233,165892.92
2234,281712.56
2235,214524.97
2236,282687.88
2237,324372.84
2238,197887.89
2239,109181.58
2240,160988.88
2241,141084.61
2242,138669.92
2243,137870.89
2244,102174.94
2245,96943.1
2246,153255.11
2247,109213.34
2248,128611.58
2249,137151.34
2250,131801.17
2251,130838.8
2252,190948.2
2253,157632.58
2254,185651.27
2255,193045.9
2256,186544.08
2257,176459.25
2258,170932.08
2259,185595.7
2260,150746.44
2261,197853.14
2262,194154.11
2263,326229.88
2264,437406.5
2265,168071.86
2266,272847.4
2267,345703.88
2268,433411.4
2269,157919.86
2270,171857.2
2271,207975.56
2272,192316.28
2273,163776.83
2274,180425.36
2275,166634.05
2276,180444.33
2277,190501.9
2278,149065.98
2279,125751.27
2280,120709.51
2281,175438.44
2282,195094.5
2283,105859.1
2284,105920.22
2285,154452.5
2286,127276.79
2287,328224.9
2288,259315.03
2289,363721.9
2290,425055.25
2291,315882.56
2292,404761.72
2293,423288.84
2294,410648.28
2295,365182.47
2296,288443.88
2297,311778.34
2298,264713.84
2299,375478.66
2300,326774.2
2301,271195.6
2302,222693.19
2303,233297.11
2304,237538.19
2305,180062.88
2306,177744.03
2307,193781.86
2308,214213.84
2309,288660.1
2310,192701.72
2311,188896.86
2312,173744.6
2313,168841.14
2314,179115.52
2315,176092.52
2316,188041.31
2317,181241.97
2318,179408.52
2319,182033.89
2320,185191.4
2321,253390.02
2322,160768.34
2323,169352.36
2324,180439.34
2325,209909.89
2326,170614.17
2327,211317.0
2328,238069.42
2329,193186.02
2330,178364.58
2331,390982.22
2332,414175.6
2333,310625.53
2334,251879.45
2335,246650.0
2336,334732.9
2337,223563.53
2338,324382.16
2339,221060.78
2340,397848.1
2341,214677.25
2342,246559.2
2343,224032.34
2344,212956.77
2345,240712.5
2346,255108.34
2347,216765.88
2348,227435.44
2349,146581.08
2350,291451.16
2351,232272.31
2352,240587.61
2353,219985.52
2354,129214.16
2355,147691.34
2356,151807.94
2357,190664.11
2358,195314.9
2359,124064.91
2360,117629.836
2361,136120.92
2362,267277.12
2363,145092.5
2364,165532.25
2365,236418.64
2366,175150.16
2367,201056.45
2368,198558.78
2369,205227.88
2370,184386.81
2371,166020.17
2372,184303.0
2373,266525.97
2374,289241.97
2375,257235.03
2376,265426.34
2377,331184.78
2378,136029.6
2379,208802.52
2380,140054.45
2381,159348.9
2382,188141.22
2383,208027.3
2384,242444.88
2385,158493.19
2386,128182.08
2387,134306.97
2388,92156.32
2389,119684.27
2390,141256.53
2391,137807.92
2392,111681.15
2393,160912.94
2394,139992.47
2395,189965.86
2396,147655.88
2397,222430.89
2398,125480.66
2399,76974.31
2400,77545.52
2401,107054.31
2402,137605.36
2403,125890.43
2404,136945.23
2405,165399.64
2406,139156.34
2407,130565.914
2408,143108.77
2409,126384.68
2410,181388.4
2411,113901.53
2412,149513.45
2413,124162.3
2414,130934.64
2415,116076.016
2416,130679.8
2417,135884.86
2418,132193.75
2419,124717.3
2420,124430.0
2421,155292.1
2422,121939.586
2423,134001.12
2424,146384.0
2425,147202.3
2426,121167.45
2427,136852.81
2428,183919.34
2429,116466.16
2430,135394.98
2431,106552.81
2432,139847.84
2433,153381.2
2434,141145.08
2435,161626.02
2436,122309.39
2437,111835.195
2438,123657.7
2439,117660.76
2440,129022.22
2441,123349.75
2442,102527.266
2443,115857.37
2444,129371.875
2445,94336.39
2446,121887.11
2447,206255.53
2448,134427.67
2449,104160.62
2450,160009.73
2451,132119.83
2452,174961.7
2453,109239.945
2454,114502.84
2455,123205.81
2456,144241.05
2457,118114.85
2458,131032.09
2459,111630.836
2460,142265.62
2461,118313.016
2462,128660.48
2463,116806.445
2464,156403.36
2465,141622.39
2466,116572.734
2467,154728.19
2468,96431.34
2469,82730.26
2470,160556.36
2471,192599.22
2472,172477.12
2473,119076.52
2474,104623.94
2475,212559.1
2476,119221.19
2477,120851.45
2478,156282.89
2479,108300.91
2480,160669.2
2481,133702.94
2482,135677.72
2483,117951.27
2484,121690.84
2485,122069.54
2486,163608.67
2487,167111.42
2488,167093.62
2489,145847.02
2490,156145.53
2491,108468.79
2492,176100.69
2493,158513.47
2494,167834.61
2495,93286.125
2496,220196.42
2497,145526.84
2498,114577.46
2499,108218.195
2500,135465.44
2501,129293.055
2502,146621.1
2503,102150.66
2504,187941.05
2505,209343.64
2506,246281.16
2507,327255.78
2508,242467.38
2509,214626.83
2510,227205.12
2511,181901.02
2512,220119.48
2513,217354.2
2514,215015.47
2515,150819.39
2516,166200.28
2517,134991.34
2518,139542.38
2519,218016.34
2520,214136.55
2521,195001.81
2522,227327.31
2523,136103.38
2524,140850.48
2525,151890.31
2526,144136.0
2527,126247.8
2528,144663.25
2529,139192.64
2530,124725.195
2531,242043.2
2532,229594.39
2533,199347.23
2534,232703.06
2535,329283.97
2536,246204.61
2537,226293.17
2538,174932.7
2539,188324.53
2540,177299.06
2541,183211.08
2542,147351.19
2543,132501.3
2544,131489.1
2545,140694.03
2546,135413.47
2547,140857.44
2548,155176.47
2549,158470.22
2550,207513.56
2551,149551.42
2552,119261.78
2553,89369.38
2554,121257.32
2555,121743.85
2556,95877.46
2557,102894.875
2558,128068.71
2559,143703.75
2560,143964.16
2561,149051.0
2562,156568.3
2563,166302.44
2564,164184.47
2565,140125.86
2566,143398.88
2567,131121.44
2568,194402.8
2569,217642.05
2570,132051.61
2571,154857.55
2572,183789.45
2573,250494.28
2574,299924.2
2575,142252.52
2576,129121.12
2577,149731.05
2578,90323.414
2579,74185.19
2580,115144.28
2581,152682.62
2582,130688.625
2583,296799.62
2584,160876.88
2585,186601.22
2586,199965.36
2587,196361.75
2588,152014.17
2589,145948.27
2590,223220.06
2591,202972.98
2592,224429.17
2593,244877.7
2594,179747.64
2595,219244.44
2596,321614.38
2597,183424.14
2598,259187.36
2599,289982.38
2600,179864.52
2601,138760.52
2602,85284.055
2603,90175.016
2604,86217.79
2605,86477.01
2606,155858.86
2607,187119.45
2608,194213.22
2609,158788.8
2610,121590.81
2611,145277.6
2612,156845.48
2613,132648.25
2614,127688.06
2615,144056.42
2616,139773.98
2617,173442.38
2618,186369.84
2619,209963.6
2620,191174.0
2621,186677.8
2622,196765.56
2623,217306.92
2624,265623.94
2625,353421.4
2626,170539.61
2627,182841.25
2628,414443.44
2629,568104.6
2630,348785.6
2631,463904.0
2632,419568.88
2633,320068.78
2634,365400.66
2635,158131.73
2636,187049.22
2637,171409.61
2638,254150.25
2639,185330.55
2640,149974.16
2641,99183.08
2642,205477.69
2643,113906.98
2644,118210.56
2645,100652.43
2646,91542.78
2647,92792.055
2648,141934.16
2649,134323.08
2650,153644.64
2651,147394.53
2652,392869.5
2653,244470.66
2654,237506.03
2655,395125.25
2656,306164.12
2657,299005.2
2658,265768.1
2659,325920.06
2660,339186.5
2661,324977.6
2662,358479.4
2663,265896.84
2664,277153.5
2665,302776.88
2666,267234.22
2667,172694.06
2668,180662.53
2669,171275.95
2670,270007.0
2671,181698.6
2672,183666.62
2673,209562.22
2674,205276.55
2675,165336.2
2676,188952.89
2677,198706.3
2678,247819.6
2679,286994.25
2680,271693.25
2681,425842.38
2682,314691.97
2683,444186.5
2684,318440.22
2685,364020.84
2686,245662.6
2687,330798.2
2688,229387.38
2689,215130.52
2690,338723.62
2691,177486.23
2692,120338.22
2693,191261.3
2694,118901.48
2695,185151.6
2696,179796.36
2697,183218.94
2698,198705.14
2699,190054.05
2700,173501.19
2701,157305.5
2702,119250.11
2703,151005.53
2704,148735.0
2705,131137.28
2706,123497.42
2707,127828.37
2708,146439.69
2709,110757.24
2710,124109.21
2711,269563.8
2712,371313.6
2713,175133.97
2714,152920.31
2715,170548.84
2716,154764.89
2717,179904.36
2718,216732.45
2719,154765.94
2720,174469.66
2721,141648.72
2722,144759.77
2723,151325.64
2724,128220.766
2725,130655.875
2726,140341.75
2727,183090.28
2728,171939.33
2729,151376.78
2730,144135.66
2731,122410.61
2732,124480.375
2733,149672.17
2734,138925.86
2735,126451.55
2736,136722.17
2737,122240.09
2738,127961.336
2739,159738.45
2740,142439.89
2741,154643.88
2742,149005.97
2743,154804.94
2744,147583.03
2745,136257.12
2746,128608.61
2747,155606.42
2748,132950.34
2749,137209.08
2750,131831.39
2751,132905.69
2752,213930.53
2753,154707.19
2754,205656.02
2755,135099.33
2756,89837.65
2757,81466.336
2758,91212.12
2759,165997.58
2760,140960.75
2761,140313.48
2762,144919.61
2763,184675.2
2764,156605.27
2765,282457.6
2766,145695.7
2767,101856.43
2768,127445.43
2769,142430.4
2770,149006.9
2771,117159.7
2772,125929.555
2773,130240.96
2774,134931.11
2775,131982.61
2776,157379.27
2777,145868.88
2778,138710.52
2779,110595.164
2780,116444.36
2781,100277.164
2782,103727.69
2783,110789.54
2784,125655.31
2785,125496.37
2786,84308.88
2787,120906.39
2788,82401.46
2789,213877.5
2790,109151.91
2791,117819.81
2792,82019.266
2793,185072.1
2794,98621.72
2795,118990.65
2796,97744.75
2797,232692.42
2798,112634.53
2799,120760.24
2800,94771.78
2801,114669.67
2802,130597.7
2803,160960.3
2804,125390.1
2805,115186.66
2806,90107.07
2807,154851.47
2808,155831.61
2809,137340.48
2810,143151.11
2811,154784.95
2812,151155.3
2813,133670.12
2814,141837.22
2815,104567.9
2816,239974.0
2817,152526.14
2818,126758.38
2819,185335.58
2820,129386.15
2821,123173.18
2822,203325.55
2823,262352.3
2824,186335.11
2825,147796.36
2826,123599.375
2827,135455.47
2828,196704.52
2829,190777.73
2830,228009.95
2831,185413.88
2832,223136.36
2833,311064.34
2834,231280.5
2835,221449.95
2836,188880.48
2837,158804.42
2838,130601.56
2839,185259.58
2840,197597.7
2841,213390.48
2842,227088.22
2843,149384.8
2844,167758.2
2845,117750.58
2846,213397.52
2847,199634.83
2848,228111.73
2849,206737.47
2850,267762.56
2851,231109.48
2852,218224.98
2853,239275.16
2854,145699.78
2855,200076.22
2856,204629.4
2857,183818.3
2858,201105.38
2859,121763.55
2860,132893.67
2861,147770.88
2862,199543.69
2863,119093.28
2864,251531.75
2865,146103.05
2866,132943.5
2867,96921.42
2868,117899.34
2869,107368.99
2870,136198.2
2871,109565.35
2872,72029.96
2873,101941.86
2874,143747.62
2875,137733.6
2876,155581.14
2877,148432.66
2878,158133.03
2879,146568.36
2880,106326.43
2881,168689.53
2882,165483.0
2883,169433.17
2884,176720.95
2885,211613.78
2886,213792.64
2887,125879.82
2888,136508.83
2889,77682.83
2890,99120.03
2891,140013.12
2892,89784.17
2893,108284.84
2894,88206.71
2895,349439.2
2896,278150.4
2897,197650.75
2898,159229.89
2899,227579.97
2900,166516.47
2901,200596.66
2902,195998.55
2903,335165.75
2904,320105.62
2905,112814.73
2906,207356.7
2907,118688.47
2908,132983.5
2909,137140.53
2910,88151.27
2911,78279.54
2912,150984.84
2913,82385.664
2914,74691.73
2915,89146.586
2916,92066.87
2917,167746.69
2918,111757.31
2919,217303.67
